OBJECTID_1,OBJECTID,District,Route,Rte_SFX,County,PM_PFX,Postmile,PM_SFX,Descriptn,Back_pk_h,Back_pk_m,Back_AADT,Ahead_pk_h,Ahead_pk_m,Ahead_AADT,Lon_S_or_W,Lat_S_or_W,Lon_N_or_E,Lat_N_or_E
170,170,1,101, ,HUM, ,78.56,R,"EUREKA, ON FIFTH STREET AT G STREET",1700,15500,14900,1700,14700,14100,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-124.1650072,40.80205915
171,171,1,101, ,HUM, ,78.68,R,"EUREKA, ON FIFTH STREET AT I STREET",2000,16800,16100,2000,19400,18500,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-124.1627283,40.80237415
172,172,1,101, ,HUM, ,79.126,R,"EUREKA, ON FIFTH STREET AT MYRTLE AVENUE",2000,21300,20400,2400,26000,23400,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-124.1544106,40.80359458
173,173,1,101, ,HUM, ,79.168,R,"EUREKA, ON FIFTH STREET AT JCT. RTE. 255 NORTH",2400,26000,23900,1950,20400,18700,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-124.1536355,40.80384979
174,174,1,101, ,HUM, ,79.574,R,"EUREKA, END RIGHT ALIGN",1950,20400,18700, , , ,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-124.1461135,40.80404795
175,175,1,101, ,HUM, ,77.967,L,"EUREKA, ON BROADWAY AT FIFTH ST, BEGIN LEFT ALIGN", , , ,1900,13000,12500,-124.1751163,40.80071334,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
176,176,1,101, ,HUM, ,78.026,L,"EUREKA, ON FOURTH STREET AT BROADWAY",1900,13000,12500,1900,12600,12000,-124.1750384,40.8014852,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
177,177,1,101, ,HUM, ,78.56,L,"EUREKA, ON FOURTH STREET AT G STREET",1900,13500,12900,2000,14700,14100,-124.1651197,40.802921,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
178,178,1,101, ,HUM, ,78.68,L,"EUREKA, ON FOURTH STREET AT I STREET",2000,16600,15900,2000,15500,14800,-124.1628504,40.80324037,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
179,179,1,101, ,HUM, ,79.06,L,"EUREKA, ON FOURTH STREET AT MYRTLE AVENUE",2100,19400,18500,1900,22500,20000,-124.1557946,40.80425481,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
180,180,1,101, ,HUM, ,79.168,L,"EUREKA, ON FOURTH STREET AT JCT. RTE. 255 NORTH",1900,22500,20000,2100,20400,19000,-124.1536423,40.80471719,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
181,181,1,101, ,HUM, ,79.574,L,"EUREKA, END LEFT ALIGN 1100 FT W EUREKA SLOUGH BDGE",2100,20400,19000, , , ,-124.1460254,40.80468043,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
182,182,1,101, ,HUM, ,79.574, ,"EUREKA, BEGIN HIGHWAY", , , ,3400,36500,34800,-124.1460254,40.80468043,-124.1461135,40.80404795
183,183,1,101, ,HUM, ,80.26, ,"EUREKA, COLE AVENUE",3900,33500,32200,4000,38000,35900,-124.1333356,40.80538299,-124.1333821,40.80517471
184,184,1,101, ,HUM, ,80.84, ,"EUREKA, AIRPORT ROAD",4100,38000,36200,4000,39000,37200,-124.1225386,40.8057691,-124.1224711,40.80554081
185,185,1,101, ,HUM, ,82.68, ,INDIANOLA ROAD,4100,38000,36400,4300,40500,37600,-124.0933353,40.82056779,-124.0931384,40.82033877
186,186,1,101, ,HUM, ,83.92, ,"ARCATA, BAYSIDE ROAD",4300,40500,37600,4000,40500,37900,-124.0821782,40.83503344,-124.081793,40.83497721
187,187,1,101, ,HUM, ,85.03, ,"ARCATA, G STREET EXTENSION",4000,40500,38000,4000,40500,38000,-124.0820198,40.85111914,-124.0817798,40.85102675
188,188,1,101, ,HUM, ,85.83, ,"ARCATA, JCT. RTE. 255 SOUTH",4000,40500,44000,4500,43000,37600,-124.0828184,40.86268459,-124.0826062,40.86262631
189,189,1,101, ,HUM, ,86.501, ,"ARCATA, 14TH STREET",4500,43000,42000,3900,37500,35400,-124.0825229,40.87241349,-124.0821971,40.87234474
190,190,1,101, ,HUM, ,86.942, ,"ARCATA, SUNSET AVENUE",3900,37500,35400,4500,46500,44000,-124.0824107,40.87873931,-124.0821291,40.87872554
191,191,1,101, ,HUM, ,88.272, ,"ARCATA, JCT. RTE. 299 EAST",4500,46500,44000,3600,36500,33800,-124.0833465,40.8972226,-124.0831737,40.89729686
192,192,1,101, ,HUM, ,88.803, ,"ARCATA, GUINTOLI LANE",3600,36500,33800,3700,37500,34000,-124.0869501,40.90445059,-124.0867535,40.90446487
193,193,1,101, ,HUM,R,90.134, ,JCT. RTE. 200 EAST,3700,37500,34000,2300,23400,19000,-124.0985007,40.92089707,-124.0985664,40.92109531
194,194,1,101, ,HUM,R,91.473, ,"MC KINLEYVILLE, SCHOOL ROAD",2300,23400,19000,1850,19500,16100,-124.1151348,40.93433037,-124.1147778,40.93417666
195,195,1,101, ,HUM,R,93, ,"MC KINLEYVILLE, MURRAY ROAD",1850,19500,16100,1450,13300,12500,-124.1162184,40.95635914,-124.1159355,40.95632912
196,196,1,101, ,HUM,R,93.852, ,"MC KINLEYVILLE, AIRPORT ROAD",1450,13300,12500,1300,13200,10800,-124.1160928,40.96872616,-124.115846,40.96869125
197,197,1,101, ,HUM,R,95.62, ,NORTH CENTRAL AVENUE,1300,13200,10800,1300,14000,10700,-124.1136333,40.99396331,-124.113354,40.99384645
198,198,1,101, ,HUM,R,97.02, ,CRANNELL ROAD,1500,14000,10700,1500,13800,11000,-124.1080297,41.01356907,-124.1078323,41.01350573
199,199,1,101, ,HUM, ,98.067, ,WESTHAVEN DRIVE,1500,13800,11000,1050,12200,8700,-124.1101591,41.03203051,-124.1100061,41.03204112
200,200,1,101, ,HUM, ,98.355, ,SIXTH STREET,1050,12200,8700,1200,12500,8900,-124.1123549,41.03582182,-124.1121999,41.03581123
201,201,1,101, ,HUM, ,100.705, ,TRINIDAD ROAD,1200,12500,8900,690,6600,4800,-124.1391325,41.06201983,-124.1389976,41.06206717
202,202,1,101, ,HUM,R,103.378, ,SEAWOOD DRIVE,690,6600,4800,670,6600,4700,-124.1534271,41.09846296,-124.1532178,41.09847605
203,203,1,101, ,HUM,R,106.069, ,PATRICKS POINT,670,6600,4700,690,7300,4800,-124.1468056,41.13620597,-124.1467165,41.1360525
204,204,1,101, ,HUM, ,108.22, ,BIG LAGOON PARK ROAD,690,7300,4800,570,6900,4500,-124.1274243,41.15572176,-124.1273361,41.1556448
205,205,1,101, ,HUM, ,109.55, ,GEORGIA PACIFIC ROAD,570,6900,4500,580,7200,4700,-124.1067597,41.16480498,-124.1067539,41.16480888
206,206,1,101, ,HUM, ,120.4, ,SOUTH LIMITS ORICK,580,7200,4700,700,8500,5600,-124.0704209,41.28467492,-124.0704209,41.28467492
207,207,1,101, ,HUM, ,121.61, ,NORTH LIMITS ORICK,700,8500,5600,580,7100,4700,-124.0553641,41.29471064,-124.0553042,41.29465109
208,208,1,101, ,HUM, ,122.25, ,BALD HILLS ROAD,600,7400,4900,600,7400,4900,-124.047794,41.3017486,-124.047794,41.3017486
209,209,1,101, ,HUM, ,123.73, ,REDWOOD MILL ROAD,600,7400,4900,690,6300,4400,-124.0396672,41.32002845,-124.0396672,41.32002845
210,210,1,101, ,HUM, ,123.82, ,DAVIDSON ROAD,640,6300,4400,640,6500,4200,-124.0391555,41.32125292,-124.0391555,41.32125292
211,211,1,101, ,HUM,R,126.098, ,ENTRANCE TO PRAIRIE CREEK STATE PARK,850,6100,4000,540,5900,3500,-124.0269528,41.34883272,-124.0268973,41.34875774
212,212,1,101, ,HUM,R,137.144, ,HUMBOLDT/DEL NORTE COUNTY LINE,540,5900,3500, , , ,-124.037489,41.46469076,-124.0373304,41.46470168
213,213,1,101, ,DN,M,0, ,HUMBOLDT/DEL NORTE COUNTY LINE, , , ,550,5400,3500,-124.037489,41.46469076,-124.0373304,41.46470168
214,214,1,101, ,DN,R,3.56, ,SOUTH BANK ROAD,600,5400,3900,600,5400,4200,-124.0307834,41.50879059,-124.030658,41.50870849
215,215,1,101, ,DN,R,4.638, ,"KLAMATH, JCT. RTE. 169 SOUTHEAST",600,5400,5100,600,5400,4300,-124.0341418,41.52308289,-124.0341419,41.52308289
216,216,1,101, ,DN, ,8.176, ,REQUA ROAD,800,6600,5000,800,6600,4900,-124.0552131,41.55426713,-124.0552131,41.55426713
217,217,1,101, ,DN, ,8.804, ,NEW HUNTER CREEK ROAD,800,6600,4900,800,6600,5100,-124.0626068,41.56151067,-124.0626068,41.56151067
218,218,1,101, ,DN, ,10.87, ,TREES OF MYSTERY,840,8600,7200,620,6300,4100,-124.0864022,41.58401938,-124.0863605,41.58406157
219,219,1,101, ,DN, ,23.77, ,"HUMBOLDT ROAD; BLUFF ROAD",600,6500,4700,600,6500,4300,-124.152589,41.73542518,-124.152589,41.73542518
220,220,1,101, ,DN, ,24.41, ,SANDMINE ROAD,600,6500,4200,600,6500,4300,-124.1626267,41.74019285,-124.1626267,41.74019285
221,221,1,101, ,DN, ,25.84, ,"CRESCENT CITY, ELK VALLEY ROAD",1500,13700,10700,1750,19600,15500,-124.1854931,41.75214709,-124.1853828,41.75221522
222,222,1,101, ,DN, ,26.183, ,"CRESCENT CITY, ON M STREET",3300,25500,20000, , , ,-124.1915717,41.75278449,-124.1915608,41.75302354
223,223,1,101, ,DN, ,26.183,R,"CRESCENT CITY, ON M STREET, BEGIN RIGHT ALIGN", , , ,900,12300,9800,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-124.1915608,41.75302354
224,224,1,101, ,DN, ,26.211,R,"CRESCENT CITY, ON M STREET AT FRONT STREET",700,8200,6700,900,9600,7800,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-124.1920926,41.7532437
225,225,1,101, ,DN, ,26.38,R,"CRESCENT CITY, ON M STREET AT 4TH STREET",900,9600,7800,900,9700,7900,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-124.1940107,41.75526556
226,226,1,101, ,DN, ,26.663,R,"CRESCENT CITY, ON M STREET AT 9TH STREET",900,9700,7900,900,9700,8000,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-124.1971988,41.75858716
227,227,1,101, ,DN, ,26.771,R,"CRESCENT CITY, N OF 9 TH ST, END RIGHT ALIGN",1000,10000,9000, , , ,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-124.1977,41.76036809
228,228,1,101, ,DN, ,26.183,L,"CRESCENT CITY, ON L ST AT FRONT ST, BEGIN LEFT ALIGN", , , ,990,8800,7100,-124.1915717,41.75278449,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
229,229,1,101, ,DN, ,26.268,L,"CRESCENT CITY, ON L STREET AT FRONT STREET",990,8800,7100,940,9500,7500,-124.1930211,41.75277923,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
230,230,1,101, ,DN, ,26.437,L,"CRESCENT CITY, ON L STREET AT 4TH STREET",990,9500,7500,990,9500,7700,-124.1949553,41.75481198,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
231,231,1,101, ,DN, ,26.72,L,"CRESCENT CITY, ON L STREET AT 9TH STREET",990,9500,7700,990,9300,7500,-124.1980989,41.75812894,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
232,232,1,101, ,DN,L,26.855,L,"CRESCENT CITY, END OF L ST, END LEFT ALIGN",990,9300,7500, , , ,-124.1978989,41.76045794,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
233,233,1,101, ,DN, ,26.813, ,"CRESCENT CITY, NORTH OF 9 TH STREET", , , ,2200,23000,20000,-124.1979602,41.75973223,-124.1977,41.76036809
234,234,1,101, ,DN, ,27.01, ,"CRESCENT CITY, NORTHCREST DRIVE",2200,23000,20000,1900,19700,15300,-124.1969043,41.7633923,-124.1967802,41.76328987
235,235,1,101, ,DN,R,27.872, ,WASHINGTON BOULEVARD,1900,19700,15300,1200,13500,10900,-124.1875617,41.77278932,-124.1871543,41.77275876
236,236,1,101, ,DN,R,30.81, ,JCT. RTE. 199 NORTHEAST,1200,13500,10600,710,8000,8000,-124.1487454,41.80322348,-124.1482636,41.80341572
237,237,1,101, ,DN, ,31.188, ,ELK VALLEY CROSS ROAD,710,8000,6100,800,9000,8000,-124.1476725,41.807878,-124.1473531,41.80784719
238,238,1,101, ,DN, ,36.31, ,JCT. RTE. 197 SOUTHEAST,880,9300,7200,900,10400,7200,-124.1367163,41.88154279,-124.1367163,41.88154279
239,239,1,101, ,DN, ,39.83, ,FRED HAIGHT DRIVE,900,10400,7200,900,10500,7250,-124.1462152,41.93018374,-124.1462152,41.93018374
240,240,1,101, ,DN, ,46.492, ,OREGON STATE LINE,1000,10900,8800, , , ,-124.2083022,41.99846945,-124.2083008,41.99845498
241,241,1,128, ,MEN, ,0, ,JCT. RTE. 1, , , ,220,2000,1700,-123.7465998,39.19753363,-123.7465998,39.19753363
242,242,1,128, ,MEN, ,11.67, ,FLYNN CREEK ROAD,220,2000,1700,270,2500,2000,-123.582452,39.16112897,-123.582452,39.16112897
243,243,1,128, ,MEN, ,22.59, ,WEST LIMITS PHILO,280,2600,2100,540,4200,3900,-123.4468392,39.06733791,-123.4468392,39.06733791
244,244,1,128, ,MEN,R,26.84, ,CON CREEK,520,4800,4200,540,4800,3800,-123.3872409,39.03132821,-123.3872409,39.03132821
245,245,1,128, ,MEN,R,28.09, ,BOONVILLE STATE HIGHWAY MAINTENANCE STATION,610,5300,4400,610,5300,4400,-123.3736663,39.0170918,-123.3735842,39.01678764
246,246,1,128, ,MEN, ,28.4, ,MOUNTAIN VIEW ROAD,610,5300,4400,730,6200,5000,-123.3721671,39.0124169,-123.3720703,39.01243649
247,247,1,128, ,MEN, ,29.576, ,JCT. RTE. 253 EAST,730,5000,3900,390,2600,2000,-123.3583893,38.99914127,-123.3583893,38.99914127
248,248,1,128, ,MEN, ,41.13, ,"YORKVILLE, WEST CITY LIMITS",200,2300,1800,210,2300,1750,-123.220368,38.90019071,-123.220368,38.90019071
249,249,1,128, ,MEN, ,50.902, ,MENDOCINO/SONOMA COUNTY LINE,210,2250,1800, , , ,-123.0773288,38.85221762,-123.0773288,38.85221762
250,250,1,162, ,MEN,R,0, ,JCT. RTE. 101, , , ,120,1300,1100,-123.4302239,39.55520486,-123.4302239,39.55520486
251,251,1,162, ,MEN, ,2, ,RIVER BAR ROAD,100,1200,1100,100,1200,950,-123.40183,39.56494412,-123.40183,39.56494412
252,252,1,162, ,MEN, ,15.307, ,COUNTY ROAD 322/ DOS RIOS ROAD,100,1300,1100,100,1200,1050,-123.3455628,39.71157061,-123.3455628,39.71157061
253,253,1,162, ,MEN, ,26.78, ,COUNTY ROAD 327/ POOHKINY ROAD,90,1100,830,110,1300,1100,-123.2483059,39.75873822,-123.2483059,39.75873822
254,254,1,162, ,MEN, ,28.232, ,WATTENBURG ROAD,110,1300,1250,200,1950,1600,-123.2482311,39.78062019,-123.2482311,39.78062019
255,255,1,162, ,MEN, ,29.251, ,EAST LANE ROAD,210,2100,1800,300,3300,3100,-123.2481473,39.79516101,-123.2481473,39.79516101
256,256,1,162, ,MEN, ,30.768, ,MINA ROAD,270,3200,3000,110,1200,980,-123.2481202,39.81705289,-123.2481202,39.81705289
257,257,1,162, ,MEN, ,32.984, ,SHORT CREEK ROAD,70,800,430,60,800,600,-123.2066527,39.81660073,-123.2066527,39.81660073
258,258,1,162, ,MEN, ,34.045, ,NEAR SHORT CREEK BRIDGE,60,400,300, , , ,-123.1909288,39.825124,-123.1909288,39.825124
259,259,1,169, ,DN,R,0, ,"KLAMATH, JCT. RTE. 101", , , ,230,2300,1900,-124.0341813,41.52315212,-124.0341813,41.52315212
260,260,1,169, ,DN,R,0.248, ,SIMPSON MILL ROAD,110,1100,930,120,1200,900,-124.0306493,41.52095168,-124.0306493,41.52095168
261,261,1,169, ,DN, ,2.89, ,ARROW MILLS ROAD,120,1200,900,120,1200,890,-123.991727,41.51924231,-123.991727,41.51924231
262,262,1,169, ,DN, ,3.521, ,"KLAMATH GLEN, RIFFLE ROAD",120,1200,890, , , ,-123.9863208,41.51155097,-123.9863208,41.51155097
263,263,1,169, ,HUM, ,13.2, ,WAUTECK VILLAGE, , , ,40,280,200,-123.9863208,41.51155097,-123.9863208,41.51155097
264,264,1,169, ,HUM, ,29.95, ,MARTINS FERRY BRIDGE,60,400,300,60,400,300,-123.755516,41.20845304,-123.755516,41.20845304
265,265,1,169, ,HUM, ,33.84, ,"WEITCHPEC, JCT. RTE. 96",60,400,300, , , ,-123.7046764,41.18658177,-123.7046764,41.18658177
266,266,1,175, ,MEN, ,0, ,"HOPLAND, JCT. RTE. 101", , , ,270,2950,2800,-123.1166081,38.97124173,-123.1166081,38.97124173
267,267,1,175, ,MEN, ,0.77, ,"EAST SIDE ROAD, RIGHT",420,4400,3550,500,5500,4200,-123.1026455,38.97253669,-123.1026455,38.97253669
268,268,1,175, ,MEN, ,1.14, ,"EAST SIDE ROAD, LEFT",390,4250,3400,300,3200,2800,-123.0989329,38.97731264,-123.0989149,38.97731464
269,269,1,175, ,MEN, ,2.79, ,YOUNCE ROAD,240,2900,2600,190,1950,1700,-123.0703568,38.97652333,-123.0703568,38.97652333
270,270,1,175, ,MEN, ,9.85, ,MENDOCINO/LAKE COUNTY LINE,140,1700,1400, , , ,-122.9868517,38.98906096,-122.9868517,38.98906096
271,271,1,175, ,LAK, ,0, ,MENDOCINO/LAKE COUNTY LINE, , , ,140,1700,1400,-122.9868517,38.98906096,-122.9868517,38.98906096
272,272,1,175, ,LAK,R,8.193, ,JCT. RTE. 29,250,2400,2150, , , ,-122.9129009,39.01690188,-122.9129009,39.01690188
273,273,1,175, ,LAK, ,19.62, ,COBB POST OFFICE,400,3500,3200,350,3300,2900,-122.7202253,38.82203149,-122.7202253,38.82203149
274,274,1,175, ,LAK, ,26.608, ,DRY CREEK ROAD,350,3350,2900,300,3000,2700,-122.6384425,38.75845937,-122.6384425,38.75845937
275,275,1,175, ,LAK, ,28.038, ,JCT. RTE. 29,300,3000,2700, , , ,-122.6152405,38.75238706,-122.6152405,38.75238706
276,276,1,197, ,DN,R,0, ,JCT. RTE. 199, , , ,370,3600,2600,-124.081239,41.805647,-124.081239,41.805647
277,277,1,197, ,DN, ,7.08, ,JCT. RTE. 101,370,3500,3000, , , ,-124.1367119,41.88160913,-124.1367119,41.88160913
278,278,1,199, ,DN,T,0.506,R,"JCT. RTE. 101, RIGHT ALIGN", , , ,450,3400,2700,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-124.1478888,41.80270484
279,279,1,199, ,DN,T,0.506,L,"JCT. RTE. 101, LEFT ALIGN", , , ,450,3400,2700,-124.148517,41.80337453,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
280,280,1,199, ,DN, ,4.37, ,JCT. RTE. 197 NORTH,630,6000,4100,800,7700,5300,-124.0812701,41.8056793,-124.0812701,41.8056793
281,281,1,199, ,DN, ,5.9, ,"HIOUCHI VILLAGE, EAST",820,9000,5900,770,7900,6000,-124.0674631,41.79220521,-124.0674631,41.79220521
282,282,1,199, ,DN,T,14.636, ,"GASQUET, EAST",540,6600,5400,540,6600,5400,-123.9623185,41.8434804,-123.9623639,41.84340584
283,283,1,199, ,DN, ,36.408, ,OREGON STATE LINE,480,5900,4700, , , ,-123.7214307,41.99687932,-123.7214307,41.99687932
284,284,1,200, ,HUM,R,0, ,JCT. RTE. 101, , , ,280,2800,2600,-124.0985814,40.92100392,-124.0985814,40.92100392
285,285,1,200, ,HUM, ,1.287, ,AZALEA AVENUE,280,2800,2600,260,2700,2500,-124.0796241,40.91600341,-124.0796241,40.91600341
286,286,1,200, ,HUM,R,2.681, ,JCT. RTE. 299,250,2600,2200, , , ,-124.0580902,40.91010852,-124.0580902,40.91010852
287,287,1,211, ,HUM, ,73.2, ,"FERNDALE, OCEAN AVENUE", , , ,640,6600,6000,-124.2648586,40.5756949,-124.2648586,40.5756949
288,288,1,211, ,HUM,R,74.192, ,"FERNDALE, VAN NESS AVENUE",640,6600,6000,640,6500,6200,-124.256509,40.588036,-124.256509,40.588036
289,289,1,211, ,HUM,R,75.782, ,SAGE ROAD,560,6100,5800,580,6100,5900,-124.230984,40.597772,-124.230984,40.597772
290,290,1,211, ,HUM,R,76.688, ,GOBLE LN-WADDINGTON RD,570,6300,5700,530,6300,5700,-124.214129,40.59964,-124.214129,40.59964
291,291,1,211, ,HUM, ,79.275, ,JCT. RTE. 101,510,6000,5500, , , ,-124.2113566,40.62240988,-124.2113566,40.62240988
292,292,1,222, ,MEN,R,0, ,"UKIAH, JCT. RTE. 101", , , ,660,7900,7500,-123.1956387,39.13594631,-123.1956387,39.13594631
293,293,1,222, ,MEN, ,1.56, ,SANFORD RANCH ROAD,660,7900,7500,660,5400,5100,-123.1771729,39.1330929,-123.1771729,39.1330929
294,294,1,222, ,MEN, ,2.153, ,TALMAGE,590,4300,4100, , , ,-123.1660434,39.13316051,-123.1660434,39.13316051
295,295,1,253, ,MEN, ,0, ,"BOONVILLE, JCT. RTE. 128", , , ,250,2800,2200,-123.358391,38.99914338,-123.358391,38.99914338
296,296,1,253, ,MEN, ,17.18, ,"UKIAH, JCT. RTE. 101",340,3600,3100, , , ,-123.1951824,39.10922457,-123.1951824,39.10922457
297,297,1,254, ,HUM, ,0, ,JCT. RTE. 101, , , ,200,1750,1300,-123.7761193,40.18195278,-123.7761193,40.18195278
298,298,1,254, ,HUM, ,4.837, ,MIRANDA BRIDGE RD,300,1500,1350,500,3000,2500,-123.8118408,40.21910058,-123.8118408,40.21910058
299,299,1,254, ,HUM, ,12.327, ,JCT. RTE. 101,500,2300,2000,250,2000,1200,-123.8701508,40.26641773,-123.8701541,40.26641599
300,300,1,254, ,HUM, ,16.84, ,BURLINGTON STATE PARK,160,1150,630,160,1150,630,-123.9099901,40.30896854,-123.9099901,40.30896854
301,301,1,254, ,HUM, ,18.8, ,"WEOTT, NORTH",130,1250,900,200,1300,1100,-123.9283004,40.33074581,-123.9283004,40.33074581
302,302,1,254, ,HUM, ,24.21, ,"ENGLEWOOD PARK , DYERVILLE, NORTH",210,1100,990,110,1000,800,-123.9390111,40.39643608,-123.9390111,40.39643608
303,303,1,254, ,HUM, ,46.53, ,"JCT. RTE. 101, JORDAN RD",190,1100,900, , , ,-124.032042,40.43990178,-124.032042,40.43990178
304,304,1,255, ,HUM, ,0, ,"EUREKA, JCT. RTE. 101", , , ,1050,10300,8600,-124.1536166,40.80385587,-124.1536166,40.80385587
305,305,1,255, ,HUM, ,2.028, ,NAVY BASE ROAD,880,8100,7600,810,7500,7000,-124.1765747,40.82592882,-124.1765747,40.82592882
306,306,1,255, ,HUM, ,3.657, ,DEAN/PACIFIC AVENUES,790,6800,6100,790,6500,6100,-124.1660809,40.84781657,-124.1660809,40.84781657
307,307,1,255, ,HUM, ,4.728, ,YOUNG LANE,790,6500,6100,780,6300,5950,-124.1571052,40.86216515,-124.1570525,40.86211563
308,308,1,255, ,HUM,R,5.13, ,MAD RIVER SLOUGH BRIDGE,780,7700,5800,880,8400,6300,-124.1505388,40.86501394,-124.1505388,40.86501394
309,309,1,255, ,HUM, ,8.352, ,"ARCATA, K STREET",860,8200,6200,930,8900,7150,-124.0914479,40.86583718,-124.0914724,40.86573258
310,310,1,255, ,HUM, ,8.525, ,"ARCATA, H STREET",930,8900,7150,1200,12000,10500,-124.0882846,40.86517297,-124.0883244,40.86506716
311,311,1,255, ,HUM, ,8.584, ,"ARCATA, G STREET",1200,12000,10700,1800,16700,16100,-124.0872122,40.86493715,-124.0872348,40.86482634
312,312,1,255, ,HUM, ,8.803, ,JCT. RTE. 101,1700,16900,15600, , , ,-124.0827442,40.86267597,-124.0827442,40.86267597
313,313,1,271, ,MEN, ,0, ,JCT RTE 101, , , ,20,150,140,-123.6314431,39.83499669,-123.6314431,39.83499669
314,314,1,271, ,MEN, ,0.02, ,JCT. RTE. 101,20,160,140,20,140,120,-123.6315831,39.83469913,-123.6315831,39.83469913
315,315,1,271, ,MEN, ,3.385, ,OLD ROUTE 101 BRIDGE,20,150,110,70,670,490,-123.678632,39.83331815,-123.678632,39.83331815
316,316,1,271, ,MEN, ,5.601, ,"JCT. RTE. 101, SCANDIA",70,650,490,70,620,510,-123.7076434,39.84855606,-123.7076434,39.84855606
317,317,1,271, ,MEN,R,17.048, ,"JCT. RTE. 101, REYNOLDS",70,620,510,20,140,110,-123.7793393,39.94416653,-123.7793393,39.94416653
318,318,1,271, ,MEN, ,19.459, ,"JCT. RTE. 101, PIERCY",30,130,120,30,180,140,-123.7950906,39.96597493,-123.7950906,39.96597493
319,319,1,271, ,MEN, ,22.721, ,MENDOCINO/HUMBOLDT COUNTY LINE,40,270,220, , , ,-123.7859487,40.00179455,-123.7859487,40.00179455
320,320,1,271, ,HUM, ,0, ,MENDOCINO/HUMBOLDT COUNTY LINE, , , ,40,270,240,-123.7859487,40.00179455,-123.7859487,40.00179455
321,321,1,271, ,HUM,T,0.306, ,TEMPORARY JCT. RTE. 101,40,270,240, , , ,-123.78034,40.002009,-123.78034,40.002009
322,322,1,281, ,LAK, ,14, ,BEGIN STATE HIGHWAY, , , ,210,2100,1800,-122.7374657,38.96582923,-122.7374657,38.96582923
323,323,1,281, ,LAK, ,15.06, ,POINT LAKEVIEW ROAD,220,2200,2000,620,7100,6400,-122.7274341,38.95447002,-122.7274341,38.95447002
324,324,1,281, ,LAK, ,17, ,JCT. RTE. 29,620,7100,6400, , , ,-122.7415121,38.92969647,-122.7415121,38.92969647
325,325,1,283, ,HUM, ,0, ,JCT. RTE. 101, , , ,210,2100,1950,-124.0983317,40.48829694,-124.0983317,40.48829694
326,326,1,283, ,HUM, ,0.356, ,NORTH END OF EEL RIVER BRIDGE,210,2100,1950, , , ,-124.1010923,40.49263415,-124.1010923,40.49263415
327,327,1,299, ,HUM, ,0, ,"ARCATA, JCT. RTE. 101", , , ,1400,14400,13300,-124.0833053,40.89727896,-124.0832848,40.89723175
328,328,1,299, ,HUM, ,0.722, ,"ARCATA, GUINTOLI LANE",1400,14400,13300,1050,12400,11200,-124.0736266,40.90424346,-124.0734894,40.90417115
329,329,1,299, ,HUM,R,1.802, ,JCT. RTE. 200 WEST,1050,12400,11200,1350,14400,12400,-124.0581088,40.910144,-124.0579583,40.90997834
330,330,1,299, ,HUM,R,2.92, ,ESSEX LANE,1350,14400,12400,1200,12100,11000,-124.0375798,40.90696449,-124.0375816,40.90682349
331,331,1,299, ,HUM,R,4.036, ,GLENDALE,1200,12100,11000,1000,11200,10000,-124.0208855,40.898329,-124.0209012,40.89819587
332,332,1,299, ,HUM,R,5.451, ,BLUE LAKE ROAD,1000,11200,10000,480,6100,5000,-123.9978784,40.88811763,-123.9978433,40.8879506
