1.1: 1a (1.0 pts),1.2: 1b (3.0 pts),1.3: 1c i (1.0 pts),1.4: 1c ii (1.0 pts),1.5: 1c iii (1.0 pts),1.6: 1d (6.0 pts),1.7: 1e (8.0 pts),1.8: 1f (2.0 pts),1.9: 1g (2.0 pts),2.1: 2a (2.0 pts),2.2: 2b (2.0 pts),2.3: 2c (2.0 pts),2.4: 2d (5.0 pts),3.1: 3a (4.0 pts),3.2: 3b i (4.0 pts),3.3: 3b ii (4.0 pts),4.1: 4a (2.0 pts),4.2: 4b i (3.0 pts),4.3: 4b ii (3.0 pts),4.4: 4b iii (2.0 pts),5.1: 5a i (3.0 pts),5.2: 5a ii (3.0 pts),5.3: 5b i (3.0 pts),5.4: 5b ii (3.0 pts),5.5: 5c (2.0 pts),6.1: 6a i (2.0 pts),6.2: 6a ii (2.0 pts),6.3: 6b i (3.0 pts),6.4: 6b ii (4.0 pts),6.5: 6b iii (3.0 pts),6.6: 6c (4.0 pts)
0,2,1,1,0.5,4,0,2,0,2,2,2,2,0,4,2,2,3,2,2,0,1,2,3,2,1,1,3,0,2,0
0,3,1,1,0.5,5,0,2,2,2,2,2,5,0,4,4,2,3,0,2,3,0,1,3,2,2,2,3,4,2,0
1,2.5,1,1,1,6,0,1,0,2,2,2,5,0,4,1.5,2,3,2,2,3,3,3,3,2,1,2,3,4,2,0
0,3,1,1,0.5,6,0,2,2,2,2,2,5,0,4,4,2,3,3,2,0,0,1,3,2,2,2,3,1,3,4
0,3,1,1,0.5,6,0,2,0,2,2,2,5,0,3,2,0.5,3,3,2,3,1,2,3,2,2,2,3,1,2,0
1,3,1,1,0.5,6,0,2,0,2,2,2,5,0,3,1.5,2,3,3,2,3,3,3,3,2,2,2,3,1,1,0
0,3,1,1,0.5,5,0,2,2,2,2,2,5,0,2,1.5,0,3,3,2,3,1,1,3,2,2,2,3,4,2,0
1,2,1,1,0.5,5,0,2,0,2,2,2,5,0,4,1.5,2,3,3,2,3,0,1,3,2,2,2,3,1,3,0
1,3,1,0,1,6,0,1,0,2,2,2,1,0,4,2.5,2,3,3,2,0,0,1,3,2,2,2,3,1,1,0
0,3,1,1,0.5,6,0,2,2,2,2,2,5,0,4,4,2,3,2,2,3,3,1,3,2,2,2,3,4,0,4
1,3,1,1,0.5,6,0,2,0,2,2,2,5,0,3,0,1,3,2,0,3,3,0,3,0,2,2,3,1,0,0
1,3,1,1,0.5,6,0,2,0,2,2,2,5,0,4,2.5,0.5,3,3,2,3,0,1,3,2,0,0,0,0,0,0
1,3,1,1,1,3,0,2,2,2,2,2,5,0,4,2.5,2,3,3,2,3,3,3,3,2,1,2,3,1,2,4
1,3,1,1,1,6,0,2,2,2,2,2,5,4,4,4,0,3,3,2,0,3,1,3,2,1,2,3,4,0,4
0,3,1,1,0.5,6,0,2,2,2,2,2,5,3.5,3.5,4,2,3,3,2,3,3,3,3,2,1,2,3,1,2,0
1,3,1,1,0,5,0,2,0,2,0,2,5,0,3,1.5,0,3,2,2,0,0,0,3,2,2,2,3,1,2,0
0,3,0.5,1,0.5,3,0,2,0,2,2,2,5,4,3,4,2,3,2,2,0,1,3,3,2,2,2,3,1,1,0
0,3,1,1,0.5,6,0,2,2,2,2,2,5,3.5,3.5,3.5,0.5,3,3,2,3,1,3,0,2,1,2,3,1,3,0
1,3,1,1,0.5,6,0,2,0,2,2,2,5,3,2,1.5,2,3,3,2,0,1,3,3,2,1,2,3,4,3,0
1,2,1,1,0.5,6,0,2,0,2,2,2,5,0,4,1.5,2,3,3,0,0,0,1,3,2,2,2,3,1,3,0
1,3,1,1,1,6,0,1,2,2,2,2,5,0,4,3.5,1,3,3,2,0,0,3,3,2,2,2,3,1,3,0
0,3,1,1,1,6,0,2,0,2,2,2,5,0,3,2.5,2,3,3,2,3,0,3,1,2,2,2,3,1,2,0
0,2,1,1,0.5,6,0,2,2,2,2,2,5,0,3,4,2,3,2,2,3,3,3,0,2,2,2,3,1,2,0
0,3,1,1,0.5,6,0,2,2,2,2,2,5,0,4,3.5,2,0,3,2,3,3,1,3,2,2,2,3,4,3,4
0,3,1,1,1,6,0,2,2,2,2,2,4,0,4,2,2,3,2,2,3,0,2,3,2,2,2,3,4,2,4
0,3,1,1,0,6,0,2,2,2,2,2,5,0,3,0,2,3,2,2,0,1,2,3,2,2,2,3,1,3,0
1,3,1,1,1,5,0,2,2,2,2,2,5,0,3,2.5,2,3,2,2,0,3,1,3,2,1,2,3,1,3,0
1,3,1,1,1,6,0,2,2,2,2,2,5,0,4,3,2,3,3,2,0,1,3,1,2,2,2,3,1,2,0
0,3,0.5,1,0.5,3,0,2,0,2,2,2,5,0,3,3,2,3,3,2,3,3,0,3,2,1,2,3,1,0,4
0,3,1,1,0.5,6,0,2,0,2,2,2,5,0,3,1.5,1.5,3,3,2,3,1,1,3,2,2,2,3,1,3,0
1,2.5,1,1,0.5,6,0,1,0,2,2,2,5,0,3,0,2,3,3,2,3,1,3,0,2,0,2,3,1,3,0
1,3,1,1,0.5,6,0,2,2,2,2,2,5,0,4,2,2,3,3,2,0,3,3,3,2,2,2,3,1,3,0
1,3,1,1,0.5,6,0,2,2,2,2,2,5,0,4,4,2,3,3,2,0,1,3,3,2,1,2,3,1,3,0
1,3,1,1,1,6,0,2,0,2,2,2,5,0,3,2.5,0.5,3,2,2,3,0,3,1,2,2,2,3,1,1,4
0,2,1,1,0.5,6,0,0,2,2,0,2,5,0,3,1.5,0,3,3,2,3,0,0,3,2,1,2,3,1,0,0
0,3,1,1,0.5,6,0,2,2,2,2,2,5,0,4,4,2,3,3,2,3,3,3,3,2,2,2,3,4,3,4
1,3,1,1,0,6,0,1,0,2,2,2,5,0,4,3.5,0.5,3,2,2,0,0,1,3,2,2,2,3,1,2,4
0,3,1,1,0.5,6,0,2,2,2,2,2,2,0,3,0,2,3,3,2,3,0,3,3,2,2,2,3,1,1,0
0,3,1,1,0.5,6,0,2,0,2,2,2,5,0,2,0,2,3,3,2,3,0,0,0,2,2,2,3,1,2,0
1,3,1,1,0.5,6,0,2,2,2,2,2,5,0,3,2,2,3,2,2,3,1,3,0,2,2,2,3,1,3,0
0,3,1,1,0.5,6,0,2,2,2,2,2,5,0,4,3.5,2,3,3,2,0,3,3,3,2,2,2,3,1,3,4
1,3,1,1,1,6,0,1,0,2,2,2,5,0,3,2,2,3,3,2,0,1,3,3,2,2,2,3,4,2,4
1,3,1,1,0,6,0,2,0,2,2,2,5,0,4,4,2,3,3,2,0,3,3,1,2,1,2,3,1,3,0
1,3,1,1,0.5,6,0,2,2,2,2,2,5,0,4,3,1,3,2,2,3,1,3,3,2,2,2,3,1,3,0
1,3,1,1,0.5,4,0,2,2,2,2,2,5,0,4,3.5,1.5,3,3,2,0,0,2,0,2,1,2,3,1,3,4
1,2,1,1,1,4,0,2,0,2,2,2,5,0,4,3,2,3,2,2,0,0,3,3,2,2,2,3,0,1,4
1,0,1,1,0.5,1,0,2,0,2,0,0,5,0,4,1.5,2,3,2,2,0,0,3,3,2,2,2,3,1,2,0
0,3,1,1,0,5,0,2,0,2,2,2,5,0,4,2.5,1.5,3,3,2,3,0,1,1,2,1,2,3,1,2,0
1,3,1,1,0,2,0,2,0,2,2,2,5,0,3,1.5,1,3,3,2,0,1,1,3,2,1,2,3,1,1,0
0,3,1,1,0.5,6,0,2,2,2,2,2,5,0,3,1.5,2,3,3,2,3,3,1,3,2,1,2,3,4,2,4
0,3,1,1,0.5,6,0,2,2,2,2,2,4,0,4,4,2,3,2,2,3,1,2,3,2,2,2,3,0,2,0
0,3,1,1,0.5,6,0,2,0,2,0,2,5,0,3,1.5,2,3,3,2,3,0,3,3,0,2,2,3,1,3,4
1,3,1,1,0.5,6,0,1,2,2,2,2,5,0,4,2,0,3,3,2,0,1,1,3,2,2,2,3,4,2,0
0,3,1,1,0.5,6,0,1,0,2,2,2,5,0,4,0,1.5,3,3,2,0,0,3,3,0,1,2,3,1,0,0
1,3,1,1,0,4,0,2,2,2,2,2,2,0,4,0,0,3,3,2,0,3,1,0,0,2,2,3,2,1,0
1,3,1,1,0,6,0,2,0,2,2,2,1,0,4,2,1.5,0,3,2,3,0,2,0,0,2,2,3,1,1,0
1,2,1,1,1,6,0,2,2,2,2,2,5,0,4,4,1.5,3,3,2,3,3,3,3,2,2,2,3,1,3,0
1,3,1,1,0.5,6,0,2,0,2,0,2,5,0,4,1.5,2,3,2,2,3,1,2,3,2,2,2,3,1,1,0
1,3,1,1,0.5,6,0,2,2,2,2,2,5,0,3,4,2,3,2,2,3,0,3,1,2,2,2,3,1,3,4
0,2,1,0,1,6,0,1,2,2,2,2,5,0,3,3,0,3,1,0,0,1,3,3,2,1,2,3,1,2,0
1,3,1,1,0.5,6,0,1,2,2,2,2,4,0,4,4,1.5,3,3,2,3,1,1,3,2,1,2,3,1,3,0
1,2,1,0,1,2,0,2,0,2,0,0,3,0,3,2,2,3,3,2,3,0,3,3,2,2,2,3,1,2,4
0,3,1,1,0.5,6,7,1,2,2,2,2,5,0,4,2.5,2,3,2,2,3,1,0,3,2,1,2,3,1,1,0
0,2,1,1,0.5,2,8,2,2,2,0,2,3,0,4,3.5,2,3,2,2,0,1,2,3,2,1,2,3,1,2,4
0,3,1,1,0.5,6,8,2,0,2,2,2,5,0,4,3.5,0.5,0,2,2,3,0,1,3,2,0,2,3,4,3,0
0,3,1,1,0.5,4,0,2,2,2,2,2,5,0,4,1.5,0.5,3,3,2,0,0,3,1,2,2,2,3,1,3,4
1,2,1,1,0.5,6,0,1,0,2,0,2,5,0,4,0,2,3,3,2,0,1,1,3,2,2,2,3,1,2,0
0,2.5,1,1,0,6,0,1,2,2,2,2,5,0,4,2.5,2,3,3,2,0,3,3,3,2,2,2,3,1,3,4
1,3,1,1,0.5,6,0,2,2,2,2,2,5,0,4,4,2,3,3,2,3,0,3,0,2,2,2,3,1,3,0
1,3,1,0,1,6,0,0,0,2,2,2,5,0,4,1.5,1.5,3,3,2,0,3,1,3,2,2,2,3,1,3,0
1,3,1,1,1,6,0,2,0,2,0,2,5,0,3,4,2,3,3,2,3,3,2,3,2,2,2,3,1,3,0
1,2,1,1,0,6,0,2,0,2,0,2,5,0,3,1.5,1,3,3,2,3,0,1,3,2,1,2,3,1,2,0
1,2.5,1,1,1,6,0,2,0,2,2,2,5,0,4,2.5,2,3,3,2,3,3,0,3,0,2,2,3,1,2,4
1,3,1,1,0.5,6,0,1,2,2,2,2,5,0,3,1.5,2,3,3,2,3,1,1,3,2,2,2,3,1,3,0
1,3,1,1,0,1,0,0,2,2,2,0,0,0,4,0,0.5,3,2,2,3,0,3,3,2,1,2,3,1,0,0
0,3,1,1,0.5,3,0,2,2,2,2,2,5,0,4,4,2,3,3,2,3,0,1,0,2,2,2,3,1,3,4
1,3,1,0,0.5,6,0,2,0,2,2,2,5,0,4,3.5,1.5,0,3,0,3,0,0,0,2,2,2,3,4,3,4
0,3,1,1,0.5,6,0,2,0,2,2,2,5,0,4,3,2,3,3,2,3,0,2,3,2,2,2,3,1,3,4
1,2,1,0,1,4,0,0,0,0,2,0,0,0,4,3.5,2,0,3,0,0,0,3,3,2,2,2,3,1,0,0
1,3,1,1,0.5,6,0,2,2,2,2,2,5,0,4,3.5,0.5,3,3,2,3,0,3,3,2,2,2,3,1,2,0
0,3,1,1,0.5,6,0,1,0,2,2,2,5,0,4,1.5,2,3,1,2,0,0,1,3,2,2,2,3,1,2,0
0,3,1,1,0.5,2,0,2,0,2,2,2,5,0,4,3,2,3,3,2,0,1,0,3,2,0,0,3,4,2,4
1,3,1,1,0.5,6,0,2,0,2,2,2,5,0,4,4,2,3,3,2,0,0,3,3,2,2,2,3,1,2,0
0,2,1,1,1,6,6,2,2,2,2,2,5,0,1.5,2.5,2,3,1,2,0,1,2,3,0,2,2,3,1,0,0
0,2,1,1,0.5,4,6,2,2,2,0,2,2,0,4,2.5,0,0,3,0,0,0,3,3,2,1,0,3,4,2,0
0,3,1,1,0.5,6,6,2,0,2,2,2,5,0,3.5,2.5,2,3,3,2,3,1,1,3,2,2,2,3,1,2,0
1,3,1,1,0.5,6,5,2,2,2,2,2,5,0,4,4,2,3,2,2,3,0,3,3,2,1,2,3,1,3,0
1,3,1,1,1,4,1,2,0,2,0,2,3,0,0,0,2,3,3,2,3,0,3,3,0,1,2,3,1,3,4
1,3,1,1,0.5,6,6,2,2,2,2,2,5,0,3,4,2,3,2,2,3,3,1,0,2,1,2,3,1,3,0
1,3,0.5,1,0.5,4,5,2,0,2,2,2,3,0,3,3.5,0,3,3,2,0,1,1,1,2,2,2,3,1,2,0
0,3,1,1,0.5,6,8,2,2,2,2,2,2,0,4,3.5,2,3,2,2,0,0,3,1,2,1,2,3,1,2,0
1,3,1,1,0.5,6,8,2,0,2,2,2,5,0,4,0,2,3,3,2,0,3,1,3,2,2,2,3,1,2,0
1,2,0,0,0,4,3,1,2,2,0,2,0,0,0,0,2,3,3,2,0,0,0,3,0,2,0,3,1,0,0
0,2,1,1,0.5,6,2,1,2,2,2,2,5,0,3,1.5,1,3,1,0,0,0,0,0,0,1,0,3,1,2,0
1,3,1,1,0.5,6,6,1,2,2,2,2,5,0,4,4,2,3,2,2,0,1,2,3,2,2,2,3,1,3,4
1,3,1,1,0.5,6,8,2,2,2,2,2,5,0,4,1.5,2,3,3,2,0,0,3,1,2,1,2,3,1,2,0
1,3,1,0,0.5,6,8,2,2,2,2,2,5,0,3,2.5,0,3,3,2,0,1,1,3,2,1,2,3,1,2,0
1,3,1,1,0.5,6,8,0,0,2,2,2,4,0,4,3,0.5,3,3,2,0,3,3,3,2,2,2,3,0,3,4
0,3,1,1,0.5,6,2,2,2,2,2,2,0,0,4,3.5,2,3,3,2,0,1,2.5,3,2,2,2,0,0,0,0
0,3,1,1,0,5,7,2,2,2,2,2,5,0,3,3.5,2,3,3,2,0,0,3,3,0,1,2,3,0,3,0
0,3,1,1,0.5,6,3,2,2,2,2,2,5,0,3,0,2,3,2,2,3,1,3,3,2,2,2,3,1,3,0
1,3,1,1,0.5,3,8,2,2,2,2,2,5,0,4,3,2,3,1,2,0,0,1,3,2,0,2,3,1,3,0
0,2.5,1,1,1,6,3,2,2,2,2,2,5,0,4,3.5,2,3,1,2,0,0,3,0,2,1,2,3,0,3,0
1,3,1,1,1,6,6,2,2,2,2,2,5,0,3,3.5,2,3,3,2,3,1,3,1,2,1,2,3,4,3,4
1,3,1,0,0.5,4,3,1,0,2,2,2,5,0,3,2.5,2,3,3,2,3,3,1,3,0,2,2,3,1,1,4
0,3,1,1,1,6,8,1,0,2,2,2,5,0,4,4,2,3,3,2,0,1,3,0,2,2,2,3,0,3,4
0,2,1,1,0.5,6,1,2,2,2,2,2,5,0,1.5,3.5,2,3,3,2,3,1,1,3,2,1,2,3,1,2,0
1,3,1,1,0.5,6,4,1,2,2,2,2,5,0,3,3,2,3,0,2,3,1,2,3,2,2,2,3,4,1,0
1,3,1,1,0.5,4,8,2,2,2,0,2,3,0,4,1.5,2,3,3,2,3,1,2,1,2,2,2,3,1,2,0
0,3,1,1,0.5,6,8,2,2,2,2,2,5,0,1.5,1.5,2,0,2,2,0,3,3,1,2,2,2,3,2,3,4
1,2,1,1,0.5,6,2,2,0,2,2,2,5,0,3,0,1,3,2,2,0,0,1,3,2,1,2,3,0,1,0
1,3,1,1,0,4,1,2,0,2,0,2,0,0,3,4,2,3,3,2,0,0,0,3,0,0,2,3,2,2,0
1,3,1,1,0.5,4,7,2,2,2,2,2,5,0,4,1.5,0,3,2,2,0,3,2,3,2,2,2,3,1,0,0
0,2.5,1,1,0.5,3,4,2,0,2,0,2,5,0,4,4,2,3,3,2,3,1,2,3,2,2,2,3,1,3,0
1,3,1,1,0.5,6,6,2,2,2,2,2,5,0,4,3.5,2,3,3,2,3,0,3,3,2,2,2,3,1,3,4
0,3,1,1,0.5,6,6,0,2,2,2,2,5,0,4,2.5,1.5,3,3,2,0,3,1,3,2,1,2,3,1,2,0
0,0,0.5,1,0.5,4,8,2,0,2,2,0,5,0,3,2.5,0,3,3,2,0,1,1,3,0,2,2,3,1,1,0
1,3,1,1,0.5,4,8,2,0,2,2,2,5,0,3.5,4,2,3,3,2,3,1,0,1,2,2,2,3,1,2,0
0,3,1,1,0.5,4,3,0,0,2,2,2,5,0,4,3.5,2,3,3,2,3,1,3,0,2,2,2,3,1,3,0
1,3,1,1,0.5,6,5,2,2,2,2,2,5,0,4,3.5,2,3,2,2,0,1,2,0,2,2,2,3,1,2,0
1,3,1,1,0.5,6,8,2,2,2,2,2,5,0,4,3.5,2,3,2,2,3,3,2,0,2,2,2,3,4,3,4
1,2,1,0,1,4,3,1,0,2,2,2,5,0,1.5,1.5,0,3,2,2,0,0,0,0,2,2,2,0,0,3,0
0,3,1,1,0.5,6,6,2,2,2,2,2,5,0,4,1.5,2,3,3,2,3,0,1,3,2,2,2,3,1,0,4
0,2,1,1,0.5,6,8,2,2,2,2,2,5,0,4,4,2,3,2,2,3,1,3,3,2,2,2,3,1,2,0
1,3,1,1,0,6,6,2,2,2,2,2,5,0,0,0,0.5,3,3,2,3,3,3,0,2,1,2,3,4,3,0
1,3,1,1,0.5,4,5,2,0,2,2,2,3,0,3,1.5,0.5,3,3,2,3,1,3,3,0,1,2,3,1,2,0
1,3,0.5,1,0,5,3,1,0,2,0,0,0,0,3,0,0,3,3,0,0,1,1,3,2,2,1,3,0,0,0
0,3,1,1,0.5,6,5,2,0,2,2,2,5,0,4,2,1,0,2,0,0,0,0,3,0,1,1,3,0,3,0
0,3,1,1,0.5,6,5,2,0,2,2,2,5,0,4,2.5,2,3,3,2,3,3,3,3,2,2,2,3,4,3,4
1,3,1,1,0.5,4,6,2,2,2,2,2,5,0,4,0,2,3,2,2,0,1,3,3,2,0,2,3,4,2,0
1,3,1,1,0.5,6,8,2,2,2,2,2,5,0,4,3,2,3,3,2,3,3,3,3,2,2,2,3,4,3,4
0,3,1,1,0.5,6,6,2,0,2,2,2,5,0,4,4,2,3,3,2,3,3,2,0,2,2,2,3,1,3,0
0,3,1,1,0,4,3,2,0,2,2,0,5,0,3,1.5,0.5,3,3,2,0,0,0,0,0,1,2,3,1,0,4
0,3,1,1,0.5,6,8,2,2,2,2,2,5,0,4,1.5,2,3,3,2,3,3,3,3,2,0,2,3,4,3,0
0,3,1,1,0,6,4,2,2,2,2,2,5,0,4,2,2,3,3,2,3,1,3,3,0,2,2,3,1,1,0
1,3,1,1,0,6,6,2,0,2,2,2,2,0,4,3,2,3,3,0,3,3,1,0,2,1,2,3,1,1,0
0,3,1,1,1,6,2,1,2,2,2,2,5,0,4,1.5,2,3,3,2,0,1,0,3,2,2,2,3,1,0,4
0,3,1,1,1,6,3,2,0,2,2,2,5,0,3,1.5,0,3,0,2,0,0,3,3,2,0,2,3,4,1,0
1,3,1,1,0.5,6,6,2,0,2,2,2,5,0,4,3,2,3,3,2,0,1,3,3,0,1,2,3,4,3,4
1,3,1,1,0,4,4,2,0,2,0,2,5,0,3,0,1.5,3,2,2,0,0,2,0,2,0,2,3,1,1,0
0,2.5,1,1,0,3,6,2,2,2,2,2,1,0,3,3,2,3,3,2,3,1,3,0,2,2,2,3,1,2,0
0,3,1,1,0.5,6,3,2,0,2,2,0,5,0,4,2.5,0,3,3,2,3,0,3,3,2,1,2,3,1,2,4
1,3,1,1,0.5,6,3,2,0,2,2,2,5,0,4,1.5,2,3,3,2,3,1,3,0,2,0,2,3,4,2,0
0,3,1,0,1,6,3,2,2,2,2,2,0,0,0,0,0,0,3,2,3,1,1,3,2,2,2,0,0,0,0
1,3,1,0,0,6,3,2,2,2,2,2,5,0,3,0,0,3,3,2,0,0,3,1,0,2,2,3,0,0,4
1,3,1,1,0.5,6,0,2,0,2,2,2,5,0,4,3.5,1.5,3,2,2,0,0,1,3,0,1,2,0,0,2,0
1,2,1,1,1,4,5,2,2,2,2,2,5,0,4,3.5,0,3,3,2,3,0,1,3,2,2,2,3,1,2,0
0,3,1,1,0.5,6,6,2,0,2,2,2,5,0,4,2,2,3,3,0,3,3,1,3,2,1,2,3,1,2,4
1,3,0.5,1,0.5,5,1,2,0,2,2,2,0,0,4,0,1,3,3,2,0,0,0,0,2,1,0,3,1,0,0
1,3,1,1,1,6,8,1,2,2,2,2,5,0,4,3.5,1.5,0,3,2,0,3,2,3,2,1,2,3,1,2,4
0,3,1,1,0.5,6,6,2,0,2,2,2,5,0,3,3,2,3,3,2,0,3,3,3,2,1,2,3,1,3,4
1,2,1,1,0.5,4,1,2,0,2,0,2,4,0,3.5,2.5,2,3,1,2,0,1,1,3,2,1,2,3,1,2,0
1,3,1,1,1,5,3,2,2,2,2,2,5,0,2.5,1.5,2,3,2,2,0,1,1,3,0,2,2,3,1,0,0
1,3,1,1,0.5,6,6,2,2,2,2,2,5,0,4,3.5,2,3,2,2,3,3,3,3,2,1,2,3,4,3,4
1,3,1,0,1,2,4,2,0,2,0,2,1,0,3,2.5,2,3,3,2,3,1,1,3,2,2,2,3,1,0,0
1,3,1,1,0.5,5,5,1,0,2,2,2,5,0,2,2.5,2,3,3,2,0,1,2,0,2,1,2,0,0,0,0
1,3,1,0,0.5,6,3,2,2,2,2,2,5,0,3,2.5,1.5,3,2,2,3,1,2,0,2,1,2,3,1,1,0
1,3,1,1,0.5,6,4,2,0,2,0,2,2,0,4,0,2,0,1,2,0,3,3,3,2,1,2,3,0,3,0
1,3,1,0,1,6,3,1,2,2,2,2,5,0,2,1.5,1,3,3,2,0,3,1,1,2,2,2,0,0,0,0
1,3,1,1,0.5,6,8,2,0,2,0,2,5,0,4,3.5,2,3,2,2,0,3,1,0,2,1,2,3,1,2,0
0,2.5,1,1,0.5,6,4,2,2,2,2,2,5,0,4,4,2,3,3,2,3,3,3,0,2,1,2,3,1,2,0
1,3,1,1,0.5,6,1,2,0,2,0,2,2,0,4,2,2,3,3,2,0,1,2,3,2,1,2,3,1,3,0
0,3,1,1,0.5,6,6,2,2,2,2,2,5,0,4,3.5,2,3,3,2,0,1,2,3,2,0,2,3,1,3,4
0,3,1,1,1,4,2,1,0,2,2,2,2,0,3,3.5,2,3,2,2,0,1,2,3,2,2,2,3,4,1,4
0,3,0.5,1,0.5,6,8,1,2,2,0,2,2,0,4,1.5,2,3,3,2,0,1,2,0,2,2,2,3,1,3,0
0,3,1,1,0.5,6,5,0,2,0,2,0,2,0,3.5,0,0.5,0,1,2,0,3,1,0,2,1,2,0,0,0,0
1,2,1,1,0.5,6,4,2,0,2,0,2,5,0,3,1.5,0,3,3,0,3,0,3,0,0,1,2,3,1,3,0
0,3,1,1,0.5,4,1,2,2,2,0,2,5,0,4,0,2,3,2,2,3,0,1,3,2,1,2,3,1,2,0
0,3,1,1,0.5,5,8,2,2,2,2,2,5,0,4,3.5,2,0,2,2,0,0,1,3,2,2,2,3,1,3,4
1,0,1,1,1,5,5,2,2,2,2,2,5,0,0,0,0,3,2,0,0,0,1,0,2,1,2,3,1,2,4
0,3,1,1,0.5,5,8,2,2,2,2,2,5,0,3,2,2,3,3,2,3,3,1,3,2,2,2,3,4,3,4
1,3,1,1,0.5,6,6,2,2,2,2,2,5,0,3,2,0,3,3,2,0,1,0,3,2,2,2,3,1,2,0
0,1.5,1,0,0.5,2,0,0,0,2,0,0,1,0,4,0,0.5,3,1,2,0,0,0,3,0,0,0,3,1,2,0
0,3,1,1,1,3,8,2,2,2,2,2,5,0,4,2.5,2,3,2,2,3,0,1,0,2,2,2,3,1,3,0
1,2.5,1,1,0.5,4,1,2,2,2,2,0,5,0,2,2.5,1,3,1,2,0,3,0,3,2,1,2,3,1,2,0
1,3,1,1,0.5,5,2,1,2,2,0,0,5,0,4,3,2,3,3,2,0,1,1,3,2,2,2,3,1,3,0
1,3,1,1,1,4,4,2,2,2,2,2,5,0,4,2,2,3,3,2,0,1,2,3,2,1,2,3,1,2,4
0,3,1,1,0.5,2,4,2,2,2,2,2,1,0,0,0,2,3,2,2,0,0,1,3,2,2,2,0,0,0,0
