"iid","vid"
"69850_20190206","103105"
"76957_20180928","103119"
"84171_20190531","103138"
"4531_20190708","103150"
"2263_20190402","103154"
"2085_20181023","103124"
"79052_20181105","103120"
"95366_20190605","103156"
"25374_20190821","103154"
"93573_20180807","103119"
"35828_20190103","103114"
"93973_20190605","103116"
"10376_20190711","103119"
"80619_20180830","103119"
"90772_20190717","103154"
"3861_20190903","103161"
"94959_20190509","103142"
"100870_20190813","103162"
"100331_20190813","103120"
"92141_20180927","103103"
"78196_20181001","103116"
"1442_20190606","103144"
"84558_20170507","103123"
"81861_20180502","103150"
"88082_20181226","103105"
"10227_20190123","103109"
"84392_20190204","103144"
"90417_20181003","103120"
"96916_20181102","103149"
"82700_20190612","103103"
"59009_20190910","103119"
"3491_20190530","103132"
"101461_20191002","103144"
"3286_20190214","103105"
"93989_20181228","103133"
"1791_20181207","103145"
"93453_20180613","103161"
"91873_20170629","103150"
"62896_20190213","103116"
"87780_20180806","103131"
"76876_20190515","103119"
"78779_20191002","103154"
"79851_20190718","103133"
"91934_20190701","103139"
"90643_20190531","103154"
"69762_20180917","103102"
"76156_20181003","103154"
"71988_20190219","103153"
"68540_20190610","103124"
"74722_20190320","103139"
"92283_20190531","103139"
"91191_20190820","103109"
"78196_20181001","103124"
"63897_20190710","103157"
"92242_20181130","103131"
"90605_20190307","103119"
"92438_20190719","103124"
"86133_20181019","103154"
"71065_20190701","103138"
"68827_20180808","103120"
"94318_20190522","103135"
"87761_20161012","103145"
"92592_20190805","103103"
"99397_20190923","103102"
"33113_20190805","103129"
"3129_20190530","103124"
"1249_20190708","103150"
"1950_20170126","103142"
"36014_20190709","103144"
"552_20170815","103138"
"83567_20180731","103124"
"1527_20190701","103161"
"82700_20181002","103145"
"59826_20190207","103144"
"94877_20190604","103120"
"96591_20190312","103102"
"1296_20181025","103118"
"90378_20180817","103144"
"97748_20180820","103142"
"85095_20180824","103109"
"4746_20190128","103149"
"2109_20190606","103154"
"80591_20190320","103119"
"3614_20171116","103116"
"99298_20190605","103156"
"88087_20161229","103139"
"93150_20171030","103138"
"95674_20180807","103124"
"94012_20190731","103147"
"3862_20170905","103156"
"90893_20190319","103144"
"88799_20190702","103131"
"85601_20171214","103124"
"89404_20161118","103154"
"15279_20190531","103110"
"89453_20161019","103150"
"84124_20180827","103148"
"90597_20181101","103112"
"89276_20190724","103161"
"77528_20190822","103154"
"76373_20180823","103142"
"14688_20190801","103103"
"64338_20190107","103154"
"89141_20190802","103108"
"87647_20190125","103154"
"65834_20190611","103119"
"3951_20190729","103153"
"82111_20190606","103154"
"63897_20190710","103131"
"30532_20190925","103102"
"81368_20190801","103149"
"85583_20190402","103129"
"99274_20190827","103120"
"36850_20161005","103124"
"69850_20180824","103103"
"94972_20190719","103124"
"3838_20190813","103109"
"62889_20190710","103149"
"91166_20180928","103149"
"62777_20181024","103144"
"93361_20171219","103149"
"72093_20180822","103142"
"80631_20190718","103131"
"83316_20180410","103119"
"94355_20180829","103103"
"5258_20190611","103130"
"2299_20190815","103156"
"92592_20190805","103154"
"2409_20190724","103103"
"7786_20190729","103103"
"70486_20190220","103119"
"89167_20190219","103133"
"93856_20180306","103116"
"89072_20190220","103149"
"100870_20190813","103145"
"63601_20190607","103121"
"1631_20180418","103139"
"77169_20190128","103139"
"87050_20190107","103153"
"94635_20180326","103120"
"92477_20171025","103148"
"33945_20190708","103124"
"100579_20190719","103103"
"87203_20190724","103161"
"74149_20171129","103139"
"91133_20170503","103149"
"1832_20181203","103149"
"60473_20190910","103120"
"4502_20180223","103114"
"90503_20190219","103143"
"85835_20180917","103109"
"85578_20181018","103119"
"79117_20180817","103136"
"1296_20181025","103139"
"77958_20190410","103144"
"2797_20190530","103156"
"11379_20180424","103144"
"77901_20190717","103142"
"85955_20190903","103144"
"62462_20190612","103139"
"90150_20181107","103119"
"34395_20190604","103103"
"2252_20190715","103142"
"81235_20190404","103120"
"100288_20190702","103102"
"91390_20190711","103131"
"92287_20181001","103149"
"81651_20190404","103131"
"3237_20190820","103133"
"79756_20180928","103124"
"92287_20181001","103119"
"84590_20181001","103144"
"315_20190723","103149"
"77546_20180816","103152"
"91873_20170629","103139"
"101697_20190820","103144"
"91245_20170607","103120"
"93561_20181012","103132"
"305_20190117","103149"
"59025_20190611","103148"
"80253_20190828","103131"
"87050_20190107","103154"
"33851_20190315","103144"
"91160_20190211","103157"
"78275_20190530","103131"
"68148_20190530","103114"
"3229_20180207","103109"
"94149_20181017","103149"
"4495_20190611","103144"
"70797_20190717","103114"
"61390_20190716","103120"
"38808_20190805","103124"
"39513_20190918","103139"
"2085_20161108","103114"
"4864_20190708","103154"
"82700_20181002","103119"
"9652_20190107","103154"
"85578_20181018","103103"
"90378_20180817","103154"
"79219_20190906","103124"
"89216_20180827","103149"
"87647_20190125","103144"
"5842_20190912","103116"
"82700_20190612","103149"
"97468_20190411","103154"
"69885_20190731","103144"
"64612_20180226","103131"
"64612_20180226","103144"
"90256_20190205","103153"
"86645_20170828","103103"
"1973_20171017","103138"
"140_20190612","103129"
"99045_20190918","103143"
"4746_20190708","103103"
"82700_20181002","103161"
"78642_20190827","103127"
"96318_20181227","103119"
"2519_20190709","103149"
"90603_20190607","103103"
"90237_20190827","103114"
"65692_20190814","103120"
"98154_20190312","103161"
"1249_20190708","103155"
"985_20181204","103119"
"84171_20190531","103139"
"65051_20190529","103120"
"67448_20190725","103103"
"31_20190702","103129"
"99843_20190411","103156"
"3614_20170109","103120"
"88718_20190205","103109"
"78243_20170928","103151"
"7527_20190708","103131"
"61923_20190718","103124"
"328_20190709","103114"
"76681_20171018","103145"
"78019_20190617","103142"
"81161_20190731","103105"
"507_20190814","103154"
"97748_20180820","103105"
"78779_20191002","103103"
"95366_20190605","103139"
"2356_20190109","103124"
"4864_20190708","103114"
"98082_20190724","103149"
"60208_20190715","103124"
"81355_20181003","103144"
"75792_20190219","103105"
"90486_20190103","103154"
"985_20181204","103154"
"3661_20190605","103154"
"99744_20190607","103119"
"80137_20190214","103103"
"64814_20180703","103131"
"76233_20180928","103124"
"95858_20190318","103119"
"79565_20190710","103149"
"100870_20190813","103124"
"3868_20190606","103144"
"76511_20190814","103131"
"76817_20190225","103154"
"98082_20190724","103133"
"96571_20190403","103119"
"82700_20190612","103161"
"19056_20190802","103144"
"69081_20190917","103131"
"84590_20181001","103154"
"99191_20190326","103131"
"5875_20181017","103161"
"78619_20190410","103145"
"95569_20180514","103149"
"81647_20170303","103149"
"84590_20181001","103131"
"77427_20170706","103133"
"58576_20190822","103133"
"4777_20190212","103161"
"95656_20190815","103120"
"1366_20190918","103139"
"77484_20190225","103148"
"65856_20170821","103143"
"18577_20190222","103103"
"93502_20190827","103124"
"94544_20190124","103120"
"70708_20181218","103156"
"10282_20190529","103144"
"80081_20190709","103119"
"3614_20171116","103124"
"87281_20180815","103124"
"19002_20170620","103133"
"98118_20190724","103142"
"89686_20190731","103156"
"67565_20190703","103131"
"76958_20190419","103124"
"83945_20190719","103129"
"91843_20180822","103142"
"92568_20190318","103145"
"34181_20190102","103131"
"86567_20190130","103102"
"86282_20190319","103103"
"63084_20190827","103120"
"87281_20180815","103138"
"34665_20190612","103161"
"2601_20190731","103120"
"33113_20190805","103133"
"90409_20170203","103143"
"91984_20190627","103103"
"1932_20190725","103147"
"98113_20190128","103102"
"99590_20190711","103124"
"95117_20190719","103114"
"76677_20190227","103154"
"24572_20171004","103114"
"100870_20190813","103139"
"2836_20181116","103150"
"1352_20190819","103154"
"58576_20190822","103149"
"62896_20190213","103161"
"66400_20190926","103142"
"84256_20190520","103145"
"83841_20190131","103144"
"16441_20190912","103154"
"84590_20181001","103103"
"99045_20190918","103116"
"67446_20190723","103131"
"75965_20190703","103120"
"985_20181204","103133"
"98050_20190430","103116"
"92438_20180820","103132"
"68430_20190724","103124"
"74594_20190319","103154"
"91843_20180822","103145"
"79117_20180817","103149"
"3651_20171116","103145"
"84911_20181003","103144"
"99269_20190211","103144"
"87425_20181016","103103"
"99014_20190522","103131"
"2995_20170117","103119"
"39513_20190918","103132"
"86829_20180831","103149"
"99298_20190605","103157"
"3229_20180207","103120"
"1973_20171017","103144"
"69782_20190311","103157"
"90273_20180105","103139"
"76513_20190724","103120"
"78722_20190814","103157"
"5875_20190225","103161"
"85363_20190225","103138"
"19373_20170426","103154"
"1527_20190701","103157"
"3614_20171116","103142"
"85500_20190930","103145"
"76876_20190515","103120"
"82345_20180807","103144"
"83927_20190411","103156"
"5803_20190927","103120"
"95750_20190125","103131"
"94388_20190805","103161"
"97896_20190304","103149"
"78301_20190402","103109"
"83476_20190702","103131"
"92287_20181001","103157"
"79117_20180817","103144"
"3206_20171115","103154"
"82934_20170522","103157"
"93187_20181207","103120"
"78934_20180723","103109"
"88082_20171115","103154"
"79117_20180817","103103"
"99590_20190711","103139"
"92927_20180112","103120"
"76545_20190415","103149"
"4421_20190828","103145"
"82339_20170613","103116"
"94903_20181002","103124"
"70494_20190605","103120"
"79053_20190212","103139"
"26340_20170424","103154"
"91853_20181107","103103"
"78070_20190617","103131"
"98118_20190724","103144"
"87281_20180815","103118"
"1950_20170126","103154"
"101190_20191003","103120"
"1366_20190918","103131"
"77564_20170718","103119"
"71056_20190905","103120"
"84865_20190222","103120"
"847_20190513","103144"
"93989_20181228","103119"
"3838_20190813","103119"
"83575_20180828","103139"
"63493_20190613","103143"
"3862_20170104","103151"
"78722_20190814","103150"
"87281_20190730","103156"
"10282_20190529","103156"
"80081_20190709","103139"
"63755_20190814","103119"
"93835_20190312","103124"
"74065_20190215","103149"
"3437_20171120","103139"
"68894_20190529","103109"
"99341_20190123","103116"
"91989_20181002","103133"
"64176_20190709","103124"
"78196_20190410","103120"
"75962_20181001","103124"
"65834_20190611","103154"
"87107_20190530","103124"
"7575_20190910","103142"
"76784_20181204","103119"
"93855_20190531","103144"
"93431_20171211","103157"
"74760_20190412","103145"
"87281_20180815","103142"
"89336_20170705","103120"
"100560_20190903","103131"
"69590_20190215","103114"
"90605_20190307","103149"
"3862_20170104","103105"
"99012_20190724","103120"
"94981_20190412","103120"
"76992_20190613","103133"
"86354_20190717","103154"
"88883_20190703","103131"
"88134_20180525","103134"
"75965_20190703","103142"
"95656_20180521","103105"
"61643_20190617","103124"
"34662_20190605","103157"
"79117_20180817","103154"
"59289_20190823","103131"
"92283_20190531","103124"
"480_20190611","103103"
"92906_20190903","103157"
"2684_20190715","103133"
"86670_20190529","103119"
"588_20190605","103116"
"85433_20190715","103156"
"81355_20181003","103109"
"98154_20190312","103110"
"82655_20170201","103121"
"3237_20190820","103132"
"985_20181204","103149"
"83841_20191002","103120"
"84558_20180924","103156"
"79851_20190718","103154"
"91843_20180822","103116"
"74800_20190925","103114"
"84109_20190827","103124"
"82950_20190219","103109"
"94442_20181107","103132"
"96537_20180629","103157"
"81317_20190730","103119"
"91160_20190211","103119"
"32925_20190821","103120"
"3374_20181214","103138"
"500_20190201","103103"
"17750_20180614","103114"
"2085_20181023","103108"
"1991_20190814","103118"
"84171_20190531","103145"
"4665_20190605","103154"
"96779_20190926","103131"
"89328_20161206","103144"
"70912_20190705","103161"
"69466_20190521","103120"
"94959_20180705","103154"
"82911_20181004","103124"
"38808_20190805","103154"
"68813_20190730","103114"
"94903_20181002","103120"
"80081_20190709","103104"
"81857_20190305","103132"
"75685_20190708","103156"
"81235_20190404","103145"
"75523_20190131","103119"
"83360_20190222","103154"
"81355_20181003","103161"
"92568_20190318","103132"
"78332_20190308","103154"
"98113_20190128","103133"
"99049_20190422","103102"
"87628_20190221","103124"
"87425_20181016","103104"
"84698_20180801","103103"
"1203_20190814","103132"
"69253_20190325","103154"
"88500_20180103","103133"
"65856_20170821","103132"
"101188_20190716","103112"
"90378_20180817","103145"
"11379_20180424","103120"
"90139_20170425","103134"
"90067_20170216","103165"
"90040_20190606","103119"
"1672_20171004","103120"
"66331_20180731","103102"
"96779_20190926","103105"
"65622_20190617","103133"
"83316_20190829","103124"
"79329_20190918","103156"
"33851_20190315","103120"
"78779_20191002","103124"
"76373_20170814","103127"
"100459_20190816","103102"
"19373_20170426","103133"
"85714_20190402","103131"
"87281_20180815","103139"
"76677_20190227","103144"
"90939_20190819","103116"
"94928_20190822","103133"
"95463_20180419","103119"
"92530_20190725","103131"
"1527_20190701","103141"
"2664_20190613","103132"
"11379_20180424","103109"
"101457_20190829","103114"
"2797_20170615","103142"
"935_20180301","103139"
"3374_20190725","103114"
"69962_20190711","103109"
"74168_20190626","103150"
"62735_20190702","103109"
"87620_20180420","103145"
"3825_20190307","103154"
"78698_20190206","103103"
"70281_20190812","103154"
"91853_20181107","103133"
"85158_20190225","103131"
"73955_20190321","103161"
"90939_20190819","103108"
"95014_20190411","103156"
"33935_20190611","103127"
"58611_20190829","103119"
"3374_20181214","103124"
"88525_20190806","103152"
"65622_20190617","103119"
"100059_20190815","103132"
"83841_20190131","103131"
"74975_20190307","103109"
"76218_20190124","103144"
"59935_20190904","103124"
"59986_20190626","103133"
"95845_20190716","103121"
"2085_20181023","103144"
"3491_20190530","103161"
"59044_20180122","103114"
"60114_20190610","103139"
"2697_20170926","103131"
"94094_20190207","103124"
"89687_20170301","103154"
"89920_20190307","103144"
"15279_20190531","103150"
"70459_20180806","103109"
"69962_20190711","103116"
"82466_20190404","103154"
"94355_20180829","103124"
"82933_20180928","103120"
"98221_20190129","103119"
"81317_20190730","103105"
"75962_20181001","103105"
"81866_20190819","103124"
"77492_20181030","103119"
"69194_20190405","103157"
"3862_20190311","103142"
"4794_20181030","103114"
"91160_20190211","103138"
"91977_20190320","103147"
"25162_20190610","103144"
"93223_20190610","103157"
"94928_20181213","103144"
