"iid","date","score","type"
"101100_20190807","08/07/2019 12:00:00 AM","-1","New Construction"
"101100_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101100_20190819","08/19/2019 12:00:00 AM","-1","Reinspection/Followup"
"101100_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101102_20190807","08/07/2019 12:00:00 AM","-1","New Construction"
"101102_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101102_20190819","08/19/2019 12:00:00 AM","-1","Reinspection/Followup"
"101102_20190906","09/06/2019 12:00:00 AM","96","Routine - Unscheduled"
"101103_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101103_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101103_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101104_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101104_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101104_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101119_20190603","06/03/2019 12:00:00 AM","-1","Structural Inspection"
"101129_20190807","08/07/2019 12:00:00 AM","-1","New Construction"
"101129_20190819","08/19/2019 12:00:00 AM","-1","Reinspection/Followup"
"101129_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101159_20190712","07/12/2019 12:00:00 AM","-1","New Ownership"
"101159_20190816","08/16/2019 12:00:00 AM","-1","New Ownership - Followup"
"101160_20190528","05/28/2019 12:00:00 AM","-1","New Construction"
"101160_20190710","07/10/2019 12:00:00 AM","-1","New Ownership"
"101160_20190717","07/17/2019 12:00:00 AM","-1","New Construction"
"101160_20190718","07/18/2019 12:00:00 AM","-1","New Ownership - Followup"
"101160_20191003","10/03/2019 12:00:00 AM","91","Routine - Unscheduled"
"101162_20190807","08/07/2019 12:00:00 AM","-1","New Construction"
"101162_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101162_20190819","08/19/2019 12:00:00 AM","-1","Reinspection/Followup"
"101162_20190906","09/06/2019 12:00:00 AM","96","Routine - Unscheduled"
"101163_20190628","06/28/2019 12:00:00 AM","-1","New Ownership"
"101165_20190614","06/14/2019 12:00:00 AM","-1","New Ownership"
"101165_20190724","07/24/2019 12:00:00 AM","-1","New Ownership"
"101167_20190723","07/23/2019 12:00:00 AM","-1","New Ownership"
"101167_20190822","08/22/2019 12:00:00 AM","-1","New Ownership - Followup"
"101169_20190531","05/31/2019 12:00:00 AM","-1","New Ownership"
"101170_20190606","06/06/2019 12:00:00 AM","-1","New Construction"
"101170_20190611","06/11/2019 12:00:00 AM","-1","New Construction"
"101170_20190620","06/20/2019 12:00:00 AM","-1","New Ownership"
"101170_20190627","06/27/2019 12:00:00 AM","83","Routine - Unscheduled"
"101170_20190708","07/08/2019 12:00:00 AM","-1","Reinspection/Followup"
"101173_20190620","06/20/2019 12:00:00 AM","-1","New Ownership"
"101174_20190607","06/07/2019 12:00:00 AM","-1","New Ownership"
"101175_20190624","06/24/2019 12:00:00 AM","-1","New Ownership"
"101175_20190703","07/03/2019 12:00:00 AM","-1","New Ownership - Followup"
"101175_20190709","07/09/2019 12:00:00 AM","-1","New Ownership"
"101179_20190603","06/03/2019 12:00:00 AM","-1","New Ownership"
"101180_20190719","07/19/2019 12:00:00 AM","-1","New Ownership"
"101183_20190830","08/30/2019 12:00:00 AM","-1","New Ownership"
"101184_20190621","06/21/2019 12:00:00 AM","-1","New Ownership"
"101184_20190702","07/02/2019 12:00:00 AM","-1","New Ownership - Followup"
"101184_20190730","07/30/2019 12:00:00 AM","92","Routine - Unscheduled"
"101186_20190625","06/25/2019 12:00:00 AM","-1","New Ownership"
"101186_20190718","07/18/2019 12:00:00 AM","-1","New Ownership - Followup"
"101186_20190814","08/14/2019 12:00:00 AM","94","Routine - Unscheduled"
"101187_20190910","09/10/2019 12:00:00 AM","-1","New Ownership"
"101188_20190716","07/16/2019 12:00:00 AM","-1","Complaint"
"101188_20190820","08/20/2019 12:00:00 AM","-1","New Ownership - Followup"
"101189_20190621","06/21/2019 12:00:00 AM","-1","New Ownership"
"101189_20190719","07/19/2019 12:00:00 AM","-1","New Ownership - Followup"
"101189_20190815","08/15/2019 12:00:00 AM","86","Routine - Unscheduled"
"101190_20190531","05/31/2019 12:00:00 AM","-1","New Ownership"
"101190_20190808","08/08/2019 12:00:00 AM","-1","New Ownership - Followup"
"101190_20191003","10/03/2019 12:00:00 AM","92","Routine - Unscheduled"
"101192_20190606","06/06/2019 12:00:00 AM","-1","New Ownership"
"101193_20190807","08/07/2019 12:00:00 AM","-1","New Construction"
"101193_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101193_20190819","08/19/2019 12:00:00 AM","-1","Reinspection/Followup"
"101193_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101194_20190829","08/29/2019 12:00:00 AM","-1","New Ownership"
"101194_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101195_20190829","08/29/2019 12:00:00 AM","-1","New Ownership"
"101195_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101196_20190829","08/29/2019 12:00:00 AM","-1","New Ownership"
"101196_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101197_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101200_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101200_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101200_20190819","08/19/2019 12:00:00 AM","-1","New Ownership - Followup"
"101202_20190906","09/06/2019 12:00:00 AM","94","Routine - Unscheduled"
"101203_20190906","09/06/2019 12:00:00 AM","98","Routine - Unscheduled"
"101205_20190812","08/12/2019 12:00:00 AM","-1","New Ownership"
"101205_20190819","08/19/2019 12:00:00 AM","-1","New Ownership - Followup"
"101205_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101216_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101216_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101216_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101217_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101217_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101217_20190906","09/06/2019 12:00:00 AM","92","Routine - Unscheduled"
"101219_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101219_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101219_20190819","08/19/2019 12:00:00 AM","-1","New Ownership - Followup"
"101219_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101220_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101220_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101220_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101221_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101221_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101221_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101222_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101222_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101222_20190906","09/06/2019 12:00:00 AM","98","Routine - Unscheduled"
"101223_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101223_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101223_20190906","09/06/2019 12:00:00 AM","98","Routine - Unscheduled"
"101225_20190624","06/24/2019 12:00:00 AM","-1","New Ownership"
"101228_20190906","09/06/2019 12:00:00 AM","98","Routine - Unscheduled"
"101230_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101230_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101230_20190819","08/19/2019 12:00:00 AM","-1","New Ownership - Followup"
"101230_20190906","09/06/2019 12:00:00 AM","-1","Routine - Scheduled"
"101231_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101231_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101231_20190906","09/06/2019 12:00:00 AM","-1","Routine - Scheduled"
"101232_20190906","09/06/2019 12:00:00 AM","-1","Routine - Scheduled"
"101233_20190906","09/06/2019 12:00:00 AM","-1","Routine - Scheduled"
"101234_20190906","09/06/2019 12:00:00 AM","-1","Routine - Scheduled"
"101235_20190906","09/06/2019 12:00:00 AM","-1","Routine - Scheduled"
"101238_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101238_20190812","08/12/2019 12:00:00 AM","-1","New Ownership - Followup"
"101238_20190906","09/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"101240_20190905","09/05/2019 12:00:00 AM","-1","New Ownership - Followup"
"101242_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101242_20190906","09/06/2019 12:00:00 AM","96","Routine - Unscheduled"
"101245_20190829","08/29/2019 12:00:00 AM","-1","New Ownership"
"101252_20190628","06/28/2019 12:00:00 AM","-1","New Ownership"
"101252_20190730","07/30/2019 12:00:00 AM","94","Routine - Unscheduled"
"101252_20190814","08/14/2019 12:00:00 AM","-1","Reinspection/Followup"
"101268_20190703","07/03/2019 12:00:00 AM","-1","New Ownership"
"101268_20190814","08/14/2019 12:00:00 AM","-1","New Ownership"
"101268_20190816","08/16/2019 12:00:00 AM","-1","Reinspection/Followup"
"101268_20190920","09/20/2019 12:00:00 AM","-1","New Ownership"
"10127_20180417","04/17/2018 12:00:00 AM","96","Routine - Unscheduled"
"101294_20190718","07/18/2019 12:00:00 AM","-1","New Ownership"
"101294_20190722","07/22/2019 12:00:00 AM","-1","New Ownership - Followup"
"101294_20190821","08/21/2019 12:00:00 AM","86","Routine - Unscheduled"
"10131_20180201","02/01/2018 12:00:00 AM","92","Routine - Unscheduled"
"10131_20190313","03/13/2019 12:00:00 AM","91","Routine - Unscheduled"
"10131_20190730","07/30/2019 12:00:00 AM","-1","Complaint"
"101375_20190619","06/19/2019 12:00:00 AM","90","Routine - Unscheduled"
"101375_20190813","08/13/2019 12:00:00 AM","-1","New Ownership - Followup"
"101388_20190717","07/17/2019 12:00:00 AM","100","Routine - Unscheduled"
"101389_20190612","06/12/2019 12:00:00 AM","-1","New Construction"
"101389_20190625","06/25/2019 12:00:00 AM","-1","New Construction"
"101389_20190702","07/02/2019 12:00:00 AM","-1","New Ownership"
"101389_20190725","07/25/2019 12:00:00 AM","92","Routine - Unscheduled"
"101391_20190821","08/21/2019 12:00:00 AM","-1","New Construction"
"101393_20190624","06/24/2019 12:00:00 AM","-1","New Ownership"
"101430_20190726","07/26/2019 12:00:00 AM","-1","New Ownership"
"101430_20190930","09/30/2019 12:00:00 AM","96","Routine - Unscheduled"
"101440_20190724","07/24/2019 12:00:00 AM","-1","New Ownership - Followup"
"101440_20190815","08/15/2019 12:00:00 AM","-1","New Ownership"
"101457_20190829","08/29/2019 12:00:00 AM","75","Routine - Unscheduled"
"101457_20190919","09/19/2019 12:00:00 AM","-1","Reinspection/Followup"
"101461_20190726","07/26/2019 12:00:00 AM","-1","New Ownership"
"101461_20190729","07/29/2019 12:00:00 AM","-1","New Ownership - Followup"
"101461_20191002","10/02/2019 12:00:00 AM","90","Routine - Unscheduled"
"101478_20190604","06/04/2019 12:00:00 AM","-1","New Construction"
"101478_20190621","06/21/2019 12:00:00 AM","-1","New Construction"
"101478_20190628","06/28/2019 12:00:00 AM","-1","New Construction"
"101478_20190709","07/09/2019 12:00:00 AM","-1","New Ownership"
"101479_20190828","08/28/2019 12:00:00 AM","-1","New Ownership"
"101499_20190717","07/17/2019 12:00:00 AM","100","Routine - Unscheduled"
"101500_20190717","07/17/2019 12:00:00 AM","-1","New Ownership"
"101505_20190730","07/30/2019 12:00:00 AM","-1","New Construction"
"101505_20190813","08/13/2019 12:00:00 AM","-1","New Construction"
"101505_20190917","09/17/2019 12:00:00 AM","-1","New Ownership"
"101506_20190709","07/09/2019 12:00:00 AM","-1","New Ownership"
"101528_20190813","08/13/2019 12:00:00 AM","-1","New Ownership"
"101577_20190726","07/26/2019 12:00:00 AM","-1","New Ownership"
"101577_20190805","08/05/2019 12:00:00 AM","100","Routine - Unscheduled"
"101585_20190723","07/23/2019 12:00:00 AM","-1","New Ownership - Followup"
"101585_20190826","08/26/2019 12:00:00 AM","-1","New Ownership"
"101626_20190917","09/17/2019 12:00:00 AM","-1","New Ownership"
"101626_20190920","09/20/2019 12:00:00 AM","-1","Reinspection/Followup"
"101659_20190906","09/06/2019 12:00:00 AM","-1","New Construction"
"101662_20190814","08/14/2019 12:00:00 AM","-1","New Ownership"
"101662_20191001","10/01/2019 12:00:00 AM","-1","New Ownership - Followup"
"101667_20190716","07/16/2019 12:00:00 AM","-1","New Ownership"
"101667_20190726","07/26/2019 12:00:00 AM","-1","New Ownership - Followup"
"101668_20190823","08/23/2019 12:00:00 AM","96","Routine - Unscheduled"
"101670_20190626","06/26/2019 12:00:00 AM","-1","New Ownership"
"101670_20190814","08/14/2019 12:00:00 AM","-1","Reinspection/Followup"
"101670_20190916","09/16/2019 12:00:00 AM","-1","Non-inspection site visit"
"101671_20190723","07/23/2019 12:00:00 AM","-1","New Ownership"
"101671_20190729","07/29/2019 12:00:00 AM","-1","New Ownership - Followup"
"101671_20191003","10/03/2019 12:00:00 AM","80","Routine - Unscheduled"
"101673_20190805","08/05/2019 12:00:00 AM","-1","New Ownership"
"101673_20190918","09/18/2019 12:00:00 AM","87","Routine - Unscheduled"
"101673_20190927","09/27/2019 12:00:00 AM","-1","Reinspection/Followup"
"101676_20190829","08/29/2019 12:00:00 AM","-1","New Ownership"
"101677_20190716","07/16/2019 12:00:00 AM","-1","New Ownership"
"101678_20190823","08/23/2019 12:00:00 AM","-1","New Ownership"
"101683_20190719","07/19/2019 12:00:00 AM","100","Routine - Unscheduled"
"101685_20190904","09/04/2019 12:00:00 AM","-1","New Ownership"
"101687_20190906","09/06/2019 12:00:00 AM","-1","New Ownership - Followup"
"101688_20190723","07/23/2019 12:00:00 AM","-1","New Ownership"
"101689_20190912","09/12/2019 12:00:00 AM","-1","New Ownership"
"101689_20190918","09/18/2019 12:00:00 AM","-1","New Ownership - Followup"
"101691_20190814","08/14/2019 12:00:00 AM","-1","New Ownership"
"101691_20190906","09/06/2019 12:00:00 AM","98","Routine - Unscheduled"
"101697_20190820","08/20/2019 12:00:00 AM","88","Routine - Unscheduled"
"101697_20190913","09/13/2019 12:00:00 AM","-1","Reinspection/Followup"
"101698_20190822","08/22/2019 12:00:00 AM","-1","New Ownership"
"101698_20190827","08/27/2019 12:00:00 AM","-1","New Ownership"
"101700_20190829","08/29/2019 12:00:00 AM","-1","New Ownership"
"10170_20161004","10/04/2016 12:00:00 AM","-1","Reinspection/Followup"
"10170_20180501","05/01/2018 12:00:00 AM","82","Routine - Unscheduled"
"10170_20180518","05/18/2018 12:00:00 AM","-1","Reinspection/Followup"
"10170_20180613","06/13/2018 12:00:00 AM","-1","Reinspection/Followup"
"101717_20190906","09/06/2019 12:00:00 AM","-1","New Ownership"
"101718_20190815","08/15/2019 12:00:00 AM","-1","New Ownership"
"101751_20190729","07/29/2019 12:00:00 AM","-1","New Ownership"
"101751_20190821","08/21/2019 12:00:00 AM","-1","New Ownership - Followup"
"101757_20190815","08/15/2019 12:00:00 AM","-1","New Ownership"
"101770_20190806","08/06/2019 12:00:00 AM","-1","New Construction"
"101771_20190722","07/22/2019 12:00:00 AM","-1","New Ownership"
"101771_20190723","07/23/2019 12:00:00 AM","-1","Non-inspection site visit"
"101771_20190905","09/05/2019 12:00:00 AM","96","Routine - Unscheduled"
"101779_20190719","07/19/2019 12:00:00 AM","-1","New Ownership"
"101780_20190719","07/19/2019 12:00:00 AM","-1","New Ownership"
"101788_20190718","07/18/2019 12:00:00 AM","-1","New Ownership"
"101788_20190819","08/19/2019 12:00:00 AM","-1","New Ownership - Followup"
"101838_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101838_20190827","08/27/2019 12:00:00 AM","87","Routine - Unscheduled"
"101853_20190918","09/18/2019 12:00:00 AM","100","Routine - Unscheduled"
"101853_20190923","09/23/2019 12:00:00 AM","-1","Non-inspection site visit"
"101855_20190807","08/07/2019 12:00:00 AM","-1","New Ownership"
"101868_20190805","08/05/2019 12:00:00 AM","-1","New Ownership"
"101868_20190917","09/17/2019 12:00:00 AM","-1","New Ownership - Followup"
"101869_20190813","08/13/2019 12:00:00 AM","-1","New Ownership"
"101870_20190814","08/14/2019 12:00:00 AM","-1","New Ownership"
"101872_20190805","08/05/2019 12:00:00 AM","-1","New Ownership"
"101872_20190917","09/17/2019 12:00:00 AM","-1","New Ownership - Followup"
"101873_20190805","08/05/2019 12:00:00 AM","-1","New Ownership"
"101873_20190905","09/05/2019 12:00:00 AM","-1","New Ownership - Followup"
"101892_20190812","08/12/2019 12:00:00 AM","-1","New Ownership"
"1018_20170718","07/18/2017 12:00:00 AM","83","Routine - Unscheduled"
"1018_20170726","07/26/2017 12:00:00 AM","-1","Reinspection/Followup"
"1018_20180208","02/08/2018 12:00:00 AM","87","Routine - Unscheduled"
"1018_20180226","02/26/2018 12:00:00 AM","-1","Reinspection/Followup"
"1018_20180418","04/18/2018 12:00:00 AM","-1","Complaint"
"1018_20190401","04/01/2019 12:00:00 AM","90","Routine - Unscheduled"
"101907_20190828","08/28/2019 12:00:00 AM","-1","New Ownership"
"101910_20190828","08/28/2019 12:00:00 AM","-1","New Ownership"
"101944_20190828","08/28/2019 12:00:00 AM","-1","New Ownership"
"101959_20190912","09/12/2019 12:00:00 AM","-1","New Ownership"
"101962_20190912","09/12/2019 12:00:00 AM","-1","New Ownership"
"101962_20190919","09/19/2019 12:00:00 AM","-1","New Ownership - Followup"
"101976_20190607","06/07/2019 12:00:00 AM","-1","New Ownership"
"101976_20190925","09/25/2019 12:00:00 AM","-1","New Ownership - Followup"
"101_20170627","06/27/2017 12:00:00 AM","90","Routine - Unscheduled"
"101_20180129","01/29/2018 12:00:00 AM","92","Routine - Unscheduled"
"102014_20190816","08/16/2019 12:00:00 AM","-1","New Ownership"
"102015_20190816","08/16/2019 12:00:00 AM","-1","New Ownership"
"102016_20190816","08/16/2019 12:00:00 AM","-1","New Ownership"
"102019_20190828","08/28/2019 12:00:00 AM","-1","New Ownership"
"102020_20190828","08/28/2019 12:00:00 AM","-1","New Ownership"
"102067_20190814","08/14/2019 12:00:00 AM","-1","New Ownership"
"102067_20190911","09/11/2019 12:00:00 AM","100","Routine - Unscheduled"
"102105_20190827","08/27/2019 12:00:00 AM","-1","New Ownership"
"102105_20190830","08/30/2019 12:00:00 AM","-1","New Ownership - Followup"
"102106_20190828","08/28/2019 12:00:00 AM","-1","New Ownership"
"102151_20190906","09/06/2019 12:00:00 AM","-1","New Ownership"
"1021_20161013","10/13/2016 12:00:00 AM","-1","Complaint"
"1021_20170912","09/12/2017 12:00:00 AM","90","Routine - Unscheduled"
